省属,府直隶州,州县,清真寺名称,,,,,
山东,济南府,,北营清真寺,,,,,
山东,济南府,,米市街清真寺,,,,,
山东,济南府,,陵县马厂清真寺,,,,,
山东,济南府,,白集清真寺,,,,,
山东,济南府,,崇兴街清真寺,,,,,
山东,临清州,,四女寺清真寺,,,,,
山东,济南府,,韩寨清真寺,,,,,
山东,济南府,,高庄清真寺,,,,,
山东,武定府,,乐陵县白家清真寺,,,,,
山东,济南府,,石家清真寺,,,,,
山东,武定府,,流坡坞清真寺,,,,,
山东,武定府,,刘庙清真北寺,,,,,
山东,武定府,,大营清真寺,,,,,
山东,武定府,,小营清真寺,,,,,
山东,武定府,,高浪头清真寺,,,,,
山东,武定府,,五营清真寺,,,,,
山东,武定府,,郭辛店清真寺,,,,,
山东,武定府,,王什虎村清真寺,,,,,
山东,武定府,,段家村清真寺,,,,,
山东,沂州府,,南关清真寺,,,,,
山东,沂州府,,北道清真寺,,,,,
山东,沂州府,,东迭庄清真寺,,,,,
山东,沂州府,,店头清真寺,,,,,
山东,沂州府,,张贺清真寺,,,,,
山东,沂州府,,沂水清真寺,,,,,
山东,沂州府,,上流庄清真寺,,,,,
山东,沂州府,,沙家庄清真寺,,,,,
山东,沂州府,,东集西清真寺,,,,,
山东,沂州府,,马庄清真寺,,,,,
山东,沂州府,,皇甫寺清真寺,,,,,
山东,沂州府,,马套村清真寺,,,,,
山东,沂州府,,平邑清真寺,,,,,
山东,沂州府,,地方清真寺,,,,,
山东,沂州府,,保太清真寺,,,,,
山东,沂州府,,三里峪清真寺,,,,,
山东,沂州府,,马头清真寺,,,,,
山东,沂州府,,沟上清真寺,,,,,
山东,沂州府,,小王庄清真寺,,,,,
山东,沂州府,,梁邱清真寺,,,,,
山东,沂州府,,城关清真寺,,,,,
山东,沂州府,,南芙蓉清真寺,,,,,
山东,曹州府,,西关清真寺,,,,,
山东,曹州府,,东马垓清真寺,,,,,
山东,曹州府,,西马垓清真寺,,,,,
山东,曹州府,,东关清真寺,,,,,
山东,曹州府,,南关清真寺,,,,,
山东,曹州府,,侯集清真寺,,,,,
山东,曹州府,,北沙楼清真寺,,,,,
山东,曹州府,,西沙楼清真寺,,,,,
山东,曹州府,,张庄清真寺,,,,,
山东,曹州府,,回民张庄清真寺,,,,,
山东,曹州府,,望鲁集北街清真寺,,,,,
山东,曹州府,,望鲁集南街清真寺,,,,,
山东,曹州府,,礼拜寺村清真寺,,,,,
山东,曹州府,,三官庙清真寺,,,,,
山东,曹州府,,前尹楼清真寺,,,,,
山东,曹州府,,后尹楼清真寺,,,,,
山东,曹州府,,平王庄清真寺,,,,,
山东,曹州府,,牛店清真寺,,,,,
山东,曹州府,,代楼清真寺,,,,,
山东,曹州府,,马楼清真寺,,,,,
山东,曹州府,,南关清真寺,,,,,
山东,曹州府,,前沙海清真寺,,,,,
山东,曹州府,,中沙海东寺,,,,,
山东,曹州府,,西关清真寺,,,,,
山东,曹州府,,军屯清真寺,,,,,
山东,曹州府,,下庄清真寺,,,,,
山东,东昌府,,东关清真寺,,,,,
山东,东昌府,,蒋庄清真寺,,,,,
山东,东昌府,,白庄清真寺,,,,,
山东,临清州,,临清北大寺,,,,,
山东,东昌府,,里固七甲清真寺,,,,,
山东,东昌府,,蒋寨清真寺,,,,,
山东,东昌府,,十里铺清真寺,,,,,
山东,东昌府,,闫村清真寺,,,,,
山东,东昌府,,张尹庄清真寺,,,,,
山东,东昌府,,城内清真寺,,,,,
山东,东昌府,,张鲁清真寺,,,,,
山东,东昌府,,朝城清真寺,,,,,
山东,东昌府,,路满清真寺,,,,,
山东,东昌府,,刘营清真寺,,,,,
山东,兖州府,,张秋清真寺,,,,,
山东,临清州,,邱城西街清真寺,,,,,
山东,临清州,,韩西固清真寺,,,,,
山东,临清州,,贺堡清真寺,,,,,
山东,临清州,,西常屯清真寺,,,,,
山东,临清州,,韩庄清真寺,,,,,
山东,临清州,,陈村清真寺,,,,,
山东,临清州,,杨二庄清真寺,,,,,
山东,临清州,,洪官营清真寺,,,,,
内蒙古,卓索图盟,,察素齐清真寺,,,,,
内蒙古,卓索图盟,,包头土默特右旗清真寺,,,,,
内蒙古,哲里木盟,,通辽库伦清真寺,,,,,
内蒙古,哲里木盟,,通辽开鲁清真寺,,,,,
内蒙古,阿拉善厄鲁特旗,,阿拉善阿左旗好来包和别格太清真寺,,,,,
